"data_base" "V1" "modalidade" "origem" "porte" "cliente" "carteira_ativa" "carteira_inadimplida_arrastada" "ativo_problematico" "a_vencer_ate_90_dias" "a_vencer_de_91_ate_360_dias" "a_vencer_de_361_ate_1080_dias" "a_vencer_de_1081_ate_1800_dias" "a_vencer_de_1801_ate_5400_dias" "a_vencer_acima_de_5400_dias" "Taxa_de_juros_Selic_acumulada_no_mes" "Selic_fixada.pelo_Copom" "IBC_Br_indice"
2015-08-31 5885 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 20462927996.95 1088527752.88 2409579457.31 3182968671.66 6657141021.81 7042961059.02 1929445225.28 711584868.18 140061.12 1.11 14.25 140.94
2015-08-31 5886 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Sem rendimento" "PF" 848075425.95 75133025.39 133083960.89 248914820.83 278336361.2 207328352.25 38352545.32 9296629.41 12176.53 1.11 14.25 140.94
2015-08-31 5887 "PF - Habitacional" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 76360756765.79 1050728787.85 2155905250.48 2268581530.41 6009205601.48 13712686988.41 10859404570.71 29814606482.48 13579859605.22 1.11 14.25 140.94
2015-08-31 5888 "PF - Habitacional" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 25267072530.68 521376439.57 1518548376.61 721720160.09 2030049888.52 4698692734.69 3799582683.73 10196269518.63 3760882857.49 1.11 14.25 140.94
2015-08-31 5889 "PF - Habitacional" "Com destinação específica" "PF - Indisponível" "PF" 407238432.51 9880773.42 153484147.97 41869807.67 23818950.36 64188088.51 129296104.15 136032239.69 10122604.27 1.11 14.25 140.94
2015-08-31 5890 "PF - Habitacional" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 40000515714.24 822237148.52 2386521995.2 974835749.75 2718307796.78 6447383274.77 5442274736.3 16618347607.56 7703273172.81 1.11 14.25 140.94
2015-08-31 5891 "PF - Habitacional" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 91741561349.04 1114786478.26 2785724797.31 2692628130.64 7207346940.26 16485415518.62 13139775972.29 36032966024.94 16044480382.29 1.11 14.25 140.94
2015-08-31 5892 "PF - Habitacional" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 67752504062.97 1432442801.52 3857213329.19 1504933343.38 4170715182.6 9958586462.95 8502871725.69 27143967840.5 16333434287.71 1.11 14.25 140.94
2015-08-31 5893 "PF - Habitacional" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 66474224203.38 1068589018.39 3310550314.59 1760778088.79 4853844097.71 11306880701.35 9334884235.55 26931010542.8 12152190672.76 1.11 14.25 140.94
2015-08-31 5894 "PF - Habitacional" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 93247642009.31 1331597006.44 3777724380.89 2755580346.56 7491853710.69 17111009701.32 13674773737.56 36654092617.75 15378741966.38 1.11 14.25 140.94
2015-08-31 5895 "PF - Habitacional" "Com destinação específica" "PF - Sem rendimento" "PF" 1553092587.53 29931152.96 62228531.31 39179145.23 98445777.73 233649922.44 195597355.46 610525536.93 371545474.35 1.11 14.25 140.94
2015-08-31 5896 "PF - Habitacional" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 5087569425.84 209147240.89 271429128.38 124303907.14 191589554.3 484767068.24 450371657.6 1840255251.76 1977295495.01 1.11 14.25 140.94
2015-08-31 5897 "PF - Habitacional" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 400895312.64 24381277.66 31353405.68 12317438.35 28574015.03 63122972.21 48373436.42 128801563.64 117140922.69 1.11 14.25 140.94
2015-08-31 5898 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 101281314.14 9822842.82 13745933.44 4943581.49 10470231.97 22382744.79 13142459.95 28194233.46 20847388.16 1.11 14.25 140.94
2015-08-31 5899 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 871186932.24 24720297.05 39235001.06 21225464.28 46361393.38 110042314.71 92247058.59 322292850.85 276221425.43 1.11 14.25 140.94
2015-08-31 5900 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 116946650.38 6002158.38 10390855.05 4525856.38 10332966.44 22043854.6 15242944.37 36285587.3 27670545.06 1.11 14.25 140.94
2015-08-31 5901 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 205710038.18 9368265.02 12737132.4 7451621.16 17427037.83 37470587.51 25926510 66026843.55 50007590.55 1.11 14.25 140.94
2015-08-31 5902 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 431928468.15 19779293.56 30040132.59 15863051.07 33300845.99 73215012.51 54937092.82 145722460.7 106395030.81 1.11 14.25 140.94
2015-08-31 5903 "PF - Habitacional" "Sem destinação específica" "PF - Sem rendimento" "PF" 50107677.94 5193482.55 7698464.33 4796182.63 2873610.1 6920543.79 5996631.82 19048356.39 8667900.1 1.11 14.25 140.94
2015-08-31 5904 "PF - Outros créditos" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 2744116074.04 104557213.66 200126990.89 221720656.4 505790210.89 898849857.54 487046292.81 450054152.77 74011829.92 1.11 14.25 140.94
2015-08-31 5905 "PF - Outros créditos" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 2114879073.63 332226993.9 421092803.76 698873097.36 677808965.89 424021562.75 89986077.21 5678741.11 11209477.9 1.11 14.25 140.94
2015-08-31 5906 "PF - Outros créditos" "Com destinação específica" "PF - Indisponível" "PF" 2351269.89 142321.57 151739.2 167500.89 437481.82 794764.61 392082.24 535918.86 0 1.11 14.25 140.94
2015-08-31 5907 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 2533047042.66 354165839.88 458242101.53 638437509.59 692688355.74 684757142.2 204182566.54 13401045.93 21834211.79 1.11 14.25 140.94
2015-08-31 5908 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 2114530687.49 136373595.37 243432587.61 225771764.87 435519837.42 680226916.33 319696851.4 221570853.4 71938552.62 1.11 14.25 140.94
2015-08-31 5909 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 2388051094.38 298660413.05 421150634.76 465811775.79 621870810.25 704522444.04 243685798.18 22189938.55 34132062.25 1.11 14.25 140.94
2015-08-31 5910 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 2607814808.11 275992339.35 422007268.49 472491136.4 658968168.06 780027871.9 292276046.3 37696802.71 55427536.23 1.11 14.25 140.94
2015-08-31 5911 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 2799813451.59 258885600.14 428652526.66 448066069.76 664935171.3 857238332.02 349890500.37 105857838.85 73547904.9 1.11 14.25 140.94
2015-08-31 5912 "PF - Outros créditos" "Com destinação específica" "PF - Sem rendimento" "PF" 297969740.62 7374641.89 13048247.63 150104708.35 105384756.91 21628073.68 6578438.14 5281638.56 279113.42 1.11 14.25 140.94
2015-08-31 5913 "PF - Outros créditos" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 26884633444.88 1083164956.69 3041386808.23 6785409425.31 8087879100.62 6364527076.48 2698925685.44 1818755237.81 120545072.49 1.11 14.25 140.94
2015-08-31 5914 "PF - Outros créditos" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 4802269929.51 551754583.95 1247303487.71 1582010363.13 1283208541.12 731677533.11 242021919.02 222483395.52 12844263.39 1.11 14.25 140.94
2015-08-31 5915 "PF - Outros créditos" "Sem destinação específica" "PF - Indisponível" "PF" 5194829.2 2958851.44 3702404.15 1134817.64 1571379.09 1514130.79 394109.19 641.4 0 1.11 14.25 140.94
2015-08-31 5916 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 8555498265.05 1507936484.83 3514843819.54 2551576849.73 2192773474.15 1757507980.9 413120048.51 106004538.17 6974365.75 1.11 14.25 140.94
2015-08-31 5917 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 13366436759.01 1177602270.86 2907034382.95 4067382074.44 3017154127.83 3116553465.08 1275723508.3 759918117.05 57737526.72 1.11 14.25 140.94
2015-08-31 5918 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 8009325881.11 1063843139.46 2536406808.93 2462547645.8 2186303971.97 1687768225.38 439163252.4 143147489.71 7325706.64 1.11 14.25 140.94
2015-08-31 5919 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 10372021092.55 1245197364.81 3091663039.51 3196061977.37 2618650929.73 2358135309.7 703459635.21 272281567.3 12797125.24 1.11 14.25 140.94
2015-08-31 5920 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 15807907651.16 1673481836.89 4139718513.97 4962416454.93 3643929542.13 3696389814.37 1309731744.59 576931706.81 34600286.63 1.11 14.25 140.94
2015-08-31 5921 "PF - Outros créditos" "Sem destinação específica" "PF - Sem rendimento" "PF" 3038095645.95 324410948.59 525847489.49 1248877156.37 851761728.27 465360113.28 121779136.35 35072968.88 932115.43 1.11 14.25 140.94
2015-08-31 5922 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 114763779444.23 916693071.71 4276743752.08 17844412131.73 35348118441.78 28987374282.8 15780640720.59 15398156327.8 3236948.17 1.11 14.25 140.94
2015-08-31 5923 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 3005550233.44 305725172.53 799124701.15 190747340.03 643279430.02 676949792.28 480831295.53 766702975.31 91066.66 1.11 14.25 140.94
2015-08-31 5924 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Indisponível" "PF" 285745899.13 20184617.33 27638546.67 23406781.07 48438283.2 107402818.33 78844663.69 20534646.2 0 1.11 14.25 140.94
2015-08-31 5925 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 5401290223.24 143525733.61 694884213.73 405873145.65 1026294449.21 1367658687.91 1102223502.93 1399791685.94 82380.95 1.11 14.25 140.94
2015-08-31 5926 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 19790093159.7 199361050.9 997910770.36 2226343580.41 5510055814.05 5043009369.06 3406116177.04 3375664868.23 321185.16 1.11 14.25 140.94
2015-08-31 5927 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 5973081162.07 106826139.28 536974647.12 464568774.59 1089070319.21 1501461244.5 1270476305.5 1564158882.62 119208.45 1.11 14.25 140.94
2015-08-31 5928 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 9968745745.5 128576921.39 776416117.45 843944089.71 2033467901.73 2492388678.39 2059391846.83 2431327462.7 197076.34 1.11 14.25 140.94
2015-08-31 5929 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 17252938840.6 202655106.7 1180366297.16 1664799089.87 4021764665.34 4307636625.22 3320522359.94 3744238384.21 199859.29 1.11 14.25 140.94
2015-08-31 5930 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Sem rendimento" "PF" 3369318309.52 68194266.24 360827244.37 289737776.11 755241258.17 982871276.53 740137949.78 547881573.74 55035.14 1.11 14.25 140.94
2015-08-31 5931 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 10039182737.03 166688158.45 499927918.52 1952809581.98 4590881794.01 2418093834.68 574834967.57 217890776.95 0 1.11 14.25 140.94
2015-08-31 5932 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 536442740.01 200726317.44 216800072.35 27218008.18 148776905.24 42450622.34 24917878.9 132314216.96 0 1.11 14.25 140.94
2015-08-31 5933 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Indisponível" "PF" 1612644.81 170658.23 200690.53 122576.62 843865.89 378129.53 8885.7 98037.41 0 1.11 14.25 140.94
2015-08-31 5934 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 253370467.17 53107497.59 67389027.45 21337115.19 71853261.78 35799485.54 19854295.01 54084759.79 0 1.11 14.25 140.94
2015-08-31 5935 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 1618275892.24 58342146.28 120047979.5 245968215.5 749618458.69 293460698.88 114920913.84 102003901.5 0 1.11 14.25 140.94
2015-08-31 5936 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 361198262.48 35715236.12 54172466.81 42695274.18 132096604.13 59728543.52 34465541.79 43744241.18 0 1.11 14.25 140.94
2015-08-31 5937 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 577349559.22 40631755.76 69415708.01 79164825.46 225972880.94 105309700.7 58556003.51 54480881.9 0 1.11 14.25 140.94
2015-08-31 5938 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 1211214967.85 48072297.83 85989555.52 165148432.56 560938705.73 216115413.7 107998279.34 83552553.94 0 1.11 14.25 140.94
2015-08-31 5939 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Sem rendimento" "PF" 333200008.97 16440033.08 43934194.05 92967530.88 85542094.7 81364106.09 10687212.68 48550949.49 0 1.11 14.25 140.94
2015-08-31 5940 "PF - Veículos" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 262623940.84 7403556.89 10230210.07 29363436.35 72611924.26 110010187.04 34822869.45 12021473.96 0 1.11 14.25 140.94
2015-08-31 5941 "PF - Veículos" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 12775954.93 689521.69 970643.49 1848986.98 4363539.57 4821314.49 1279165.97 210638.92 0 1.11 14.25 140.94
2015-08-31 5942 "PF - Veículos" "Com destinação específica" "PF - Indisponível" "PF" 1488067.25 85361.69 150317.32 810896.78 555788.05 10851.16 0 0 0 1.11 14.25 140.94
2015-08-31 5943 "PF - Veículos" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 14004673.15 408968.33 599543.23 1917677.24 4424364.45 5481872.24 1530856.11 481193.42 0 1.11 14.25 140.94
2015-08-31 5944 "PF - Veículos" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 136737315.92 1424009.35 2445582.71 12920565.64 34638312.68 57002898.51 19604493.83 12018367.85 0 1.11 14.25 140.94
2015-08-31 5945 "PF - Veículos" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 39185688.94 545404.71 1007222.21 3836129.52 10363949.03 17718761.4 5708806.57 1316173.41 0 1.11 14.25 140.94
2015-08-31 5946 "PF - Veículos" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 50664321.68 375718.53 1036842.03 4920496.8 13290309.42 23612914.07 7029550.15 1547093.25 0 1.11 14.25 140.94
2015-08-31 5947 "PF - Veículos" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 243004003.77 1969866.59 5267481.12 23832684.64 69754702.87 114833651.87 27913768.05 5554041.24 0 1.11 14.25 140.94
2015-08-31 5948 "PF - Veículos" "Com destinação específica" "PF - Sem rendimento" "PF" 1363567.17 0 0 156522.94 373868.62 414249.44 180365.07 232804.32 0 1.11 14.25 140.94
2015-08-31 5949 "PF - Veículos" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 13709920143.15 338318490.22 666750590.96 2039389325.7 4983093474.43 5789149633.29 675162992.07 8010647.48 39581.09 1.11 14.25 140.94
2015-08-31 5950 "PF - Veículos" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 8995368176.86 378828677.26 553544391.11 1237356243.43 3140051449 3953315388.9 442203656.07 369700.77 653.35 1.11 14.25 140.94
2015-08-31 5951 "PF - Veículos" "Sem destinação específica" "PF - Indisponível" "PF" 76768881.86 6994670.2 12638569.75 34093356.48 33467245.04 109863.14 0 0 0 1.11 14.25 140.94
2015-08-31 5952 "PF - Veículos" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 18272951246.32 789601095.25 1221393165.91 2678522547.18 6544790875.5 7669099274 795631363.4 657128.19 0 1.11 14.25 140.94
2015-08-31 5953 "PF - Veículos" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 19218674316.53 440566002.86 839953570.78 2764102247.85 6790188120.87 8366322145.13 998870582.06 2845121.96 0 1.11 14.25 140.94
2015-08-31 5954 "PF - Veículos" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 20713328638.22 796226800.21 1307010436.84 2938606474.25 7291423022.73 8986651673.76 933743074.35 914308.73 0.06 1.11 14.25 140.94
2015-08-31 5955 "PF - Veículos" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 32866013488.77 1003309295.71 1731798668.35 4516820327.4 11294633002.4 14672902217.37 1694468395.29 2187099.19 1.52 1.11 14.25 140.94
2015-08-31 5956 "PF - Veículos" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 34929408132.3 882879602.88 1633443373.17 4857558543.29 12069701877.28 15512558883.38 1865107473.93 4229857.41 3.61 1.11 14.25 140.94
2015-08-31 5957 "PF - Veículos" "Sem destinação específica" "PF - Sem rendimento" "PF" 21162758193.75 656317806.39 884293036.06 3089365332.39 7700426443.24 9068699441.27 880288434.56 522734.42 0 1.11 14.25 140.94
2015-08-31 5958 "PJ - Capital de giro" "Sem destinação específica" "PJ - Grande" "PJ" 105045353671.11 3340835110.51 5675707828.7 20413161330.62 30070476933.4 35889078750.34 10907508042.84 3729081328.7 269411752.1 1.11 14.25 140.94
2015-08-31 5959 "PJ - Capital de giro" "Sem destinação específica" "PJ - Médio" "PJ" 149358311979.39 4667353030.38 10745958066.37 27257951847.58 46750509162.97 50375158109.98 20210255299.57 1094062246.31 6113078.87 1.11 14.25 140.94
2015-08-31 5960 "PJ - Capital de giro" "Sem destinação específica" "PJ - Micro" "PJ" 29693183988.39 1562720989.95 2789052373.5 5486114697.99 11656324000.54 8907181445.7 1539115674.07 385899030.24 46782883.01 1.11 14.25 140.94
2015-08-31 5961 "PJ - Capital de giro" "Sem destinação específica" "PJ - Pequeno" "PJ" 63665224661.85 3716287645.76 6847516412.21 11415004140.96 23248059725.35 22409879648.17 3302269292.6 371817323.08 106031.02 1.11 14.25 140.94
2015-08-31 5962 "PJ - Capital de giro rotativo" "Sem destinação específica" "PJ - Grande" "PJ" 9395753485.05 198704109.37 334586050.8 5737045436.42 3277322414.48 81364081.06 3008495.96 51989384.24 0 1.11 14.25 140.94
2015-08-31 5963 "PJ - Capital de giro rotativo" "Sem destinação específica" "PJ - Médio" "PJ" 29363467489.67 909681497.07 1665876254.93 21139146421.11 6370620362.58 221380945.56 85159490.19 55321712.57 8280.73 1.11 14.25 140.94
2015-08-31 5964 "PJ - Capital de giro rotativo" "Sem destinação específica" "PJ - Micro" "PJ" 5351701810.47 473489734.72 779854542.87 2912882230.91 1629742444.81 66835546.97 9773874.6 41961215.53 3274.79 1.11 14.25 140.94
2015-08-31 5965 "PJ - Capital de giro rotativo" "Sem destinação específica" "PJ - Pequeno" "PJ" 11924139452.25 947684820.59 1771609539.94 7115433891.59 2759556640.74 578298941.32 83130056.49 42979151.92 0 1.11 14.25 140.94
2015-08-31 5966 "PJ - Comércio exterior" "Sem destinação específica" "PJ - Grande" "PJ" 105631820732.09 559685808.96 1715991567.47 28202973640.19 38437828327 19556372411.89 11918365110.45 6700350966.54 4381369.93 1.11 14.25 140.94
2015-08-31 5967 "PJ - Comércio exterior" "Sem destinação específica" "PJ - Médio" "PJ" 26219177391.93 515590858.7 1133375518.91 6831211788.09 14376625110.26 3608304694.31 578718992.47 96900547.3 0 1.11 14.25 140.94
2015-08-31 5968 "PJ - Comércio exterior" "Sem destinação específica" "PJ - Micro" "PJ" 5640561852.21 60763304.04 124734822.8 1691800255.88 3016325907.05 672793962.69 131750625.4 54172727.31 0 1.11 14.25 140.94
2015-08-31 5969 "PJ - Comércio exterior" "Sem destinação específica" "PJ - Pequeno" "PJ" 3213059821.98 117314399.13 177798684.57 584424324.26 2026959654.94 445969466.17 67755716.2 0 0 1.11 14.25 140.94
2015-08-31 5970 "PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos" "Com destinação específica" "PJ - Grande" "PJ" 397886248488.88 553542491.9 2517505374.89 18654366141.37 52375739412.07 98391213580.6 66112293374.36 129988706921.31 32052489286.88 1.11 14.25 140.94
2015-08-31 5971 "PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos" "Com destinação específica" "PJ - Médio" "PJ" 162914841568.32 1544880510.13 5617620442.01 11433964040.41 26492388229.67 51034359843.81 25572919018.89 42795878051.79 4701353513.48 1.11 14.25 140.94
2015-08-31 5972 "PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos" "Com destinação específica" "PJ - Micro" "PJ" 41882833489.79 363401591.36 3019942312.32 1833815117.83 5228595417 10504980386.88 6467974275.9 13292629660.39 4371981977.17 1.11 14.25 140.94
2015-08-31 5973 "PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos" "Com destinação específica" "PJ - Pequeno" "PJ" 54846026818.48 1528294337.29 3209452281.29 5210454565.95 12144453293.52 20244810573.78 6826085973.35 6331575092.44 3311550117.1 1.11 14.25 140.94
2015-08-31 5974 "PJ - Habitacional" "Com destinação específica" "PJ - Grande" "PJ" 11242511205.47 0 10307159.73 1133110793.13 3107600006.47 4589012147.21 1017784571.88 1381556680.29 11778453.47 1.11 14.25 140.94
2015-08-31 5975 "PJ - Habitacional" "Com destinação específica" "PJ - Médio" "PJ" 26265480455.19 189632709.38 1026937846.36 3167934008.68 7191861595.47 11586328248.93 2145273450.32 1975889520.94 12331777.79 1.11 14.25 140.94
2015-08-31 5976 "PJ - Habitacional" "Com destinação específica" "PJ - Micro" "PJ" 13684694366.29 39191051.29 117761145.55 1729132932.56 2199069816.35 4986282594.6 2145933496.36 2468483200.58 129912257.01 1.11 14.25 140.94
2015-08-31 5977 "PJ - Habitacional" "Com destinação específica" "PJ - Pequeno" "PJ" 6946679496.83 51594913.93 131313692.77 1016036851.01 1405309801.4 2632647729.27 877028071.09 874062214.3 114847644.12 1.11 14.25 140.94
2015-08-31 5978 "PJ - Investimento" "Sem destinação específica" "PJ - Grande" "PJ" 68532552247.45 85111423.53 256574434.42 5129545231.85 9549776152.79 18542711830.47 15611987998.27 15464438547.34 4188681352.37 1.11 14.25 140.94
2015-08-31 5979 "PJ - Investimento" "Sem destinação específica" "PJ - Médio" "PJ" 31891858200.89 584569792.88 1474273481.14 3332908107.03 6905057885.1 8632696847.41 3131021568.91 7125556547.7 2333308773.55 1.11 14.25 140.94
2015-08-31 5980 "PJ - Investimento" "Sem destinação específica" "PJ - Micro" "PJ" 11076450294.24 403268704.92 1014010915.84 1205910661.69 2644053351.6 4767299757.53 1372956349.61 728540128.38 9710643.68 1.11 14.25 140.94
2015-08-31 5981 "PJ - Investimento" "Sem destinação específica" "PJ - Pequeno" "PJ" 12414737624.93 652232108.09 1451944003.84 1839588995.37 4481163318.35 4748401337.58 702415349.5 135191647.41 39925.88 1.11 14.25 140.94
2015-08-31 5982 "PJ - Operações com recebíveis" "Sem destinação específica" "PJ - Grande" "PJ" 31260414559.86 75424798.26 379430772.82 20491416711.66 7740790641.13 614715508.53 1028313636.59 905102032.77 273169262.28 1.11 14.25 140.94
2015-08-31 5983 "PJ - Operações com recebíveis" "Sem destinação específica" "PJ - Médio" "PJ" 29080679622.83 467559219.16 764938306.05 22117445354.49 5265834414.89 745061766.48 163245293.34 41413993.09 6.51 1.11 14.25 140.94
2015-08-31 5984 "PJ - Operações com recebíveis" "Sem destinação específica" "PJ - Micro" "PJ" 6227246985.27 73417557.35 149427666.53 4749674176.56 1143800490.39 159805306.65 52387637.48 1453234.77 326640.71 1.11 14.25 140.94
2015-08-31 5985 "PJ - Operações com recebíveis" "Sem destinação específica" "PJ - Pequeno" "PJ" 12429500781.64 446180309.58 654005487.44 9467725460.47 1985566365.32 295146887.68 23772522 2860860.08 58.57 1.11 14.25 140.94
2015-08-31 5986 "PJ - Outros créditos" "Sem destinação específica" "PJ - Grande" "PJ" 46591967181.36 1391259493.68 4194735391.89 5557072118.03 9697855299.66 9272061093.58 13255150757.51 6256090987.49 479473837.51 1.11 14.25 140.94
2015-08-31 5987 "PJ - Outros créditos" "Sem destinação específica" "PJ - Médio" "PJ" 29339771061.47 3574097857.9 10410188390.54 4773049392.07 8503001231.7 8677854018.17 3410687340.8 1380318118.42 5427284.06 1.11 14.25 140.94
2015-08-31 5988 "PJ - Outros créditos" "Sem destinação específica" "PJ - Micro" "PJ" 8915516763.88 1796679200.53 4156372794.25 1588498569.7 2205877404.84 2553738742.96 706371933.75 363822376.09 7715575.6 1.11 14.25 140.94
2015-08-31 5989 "PJ - Outros créditos" "Sem destinação específica" "PJ - Pequeno" "PJ" 17981375594.67 2728898300.22 8294339990.17 3246717050.19 3981927704.4 5556595731.9 2516893693.4 702971833.61 4267016.19 1.11 14.25 140.94
2015-08-31 5990 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Grande" "PJ" 35778216561.78 34530295.66 246450883.65 7628390713.53 18507478798.66 4182440297 3008759233.54 2412943658.55 675293.48 1.11 14.25 140.94
2015-08-31 5991 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Médio" "PJ" 17671938018.15 233462758.86 568342681.58 4171845116.16 6521281566.28 3379877028.15 1762356576.23 1674777299.98 14455473.51 1.11 14.25 140.94
2015-08-31 5992 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Micro" "PJ" 2338720265.79 58838351.77 110996048.28 308509687.95 769956452.35 413761303.72 444369820.74 350156554.88 0 1.11 14.25 140.94
2015-08-31 5993 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Pequeno" "PJ" 2009155365.29 30313373.22 66225323.61 307050891.69 592045250.23 430885793.67 377645591.04 274863499.47 22089.2 1.11 14.25 140.94
2015-09-30 5994 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 32.9 32.9 32.9 0 0 0 0 0 0 1.11 14.25 138.23
2015-09-30 5995 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 7213.08 0 0 0 0 0 0 0 0 1.11 14.25 138.23
2015-09-30 5996 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 2119 2119 2119 0 0 0 0 0 0 1.11 14.25 138.23
2015-09-30 5997 "PF - Cartão de crédito" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 18520517764.61 618923827.59 986501050.57 13776459258.58 3647773213.1 183348204.24 19179965.11 4668581.64 0 1.11 14.25 138.23
2015-09-30 5998 "PF - Cartão de crédito" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 5564625506.38 740640014.21 967029820.22 3209306726.04 1187476403.38 59022941.46 2542065.06 489210.34 7373.91 1.11 14.25 138.23
