"data_base" "V1" "modalidade" "origem" "porte" "cliente" "carteira_ativa" "carteira_inadimplida_arrastada" "ativo_problematico" "a_vencer_ate_90_dias" "a_vencer_de_91_ate_360_dias" "a_vencer_de_361_ate_1080_dias" "a_vencer_de_1081_ate_1800_dias" "a_vencer_de_1801_ate_5400_dias" "a_vencer_acima_de_5400_dias" "Taxa_de_juros_Selic_acumulada_no_mes" "Selic_fixada.pelo_Copom" "IBC_Br_indice"
2014-07-31 3997 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Médio" "PJ" 20547565324.81 92084797.23 340601097.01 4401088842.6 9487661220.22 3700775732.6 1227241373.74 1601170593.28 26887692.34 0.95 11 149.85
2014-07-31 3998 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Micro" "PJ" 6606142318.26 31786518.39 107054350.48 814600316.15 2375732291.4 1428199798.82 893046039.43 1083361879.95 291609.07 0.95 11 149.85
2014-07-31 3999 "PJ - Rural e agroindustrial" "Com destinação específica" "PJ - Pequeno" "PJ" 1699089311.7 26536521.1 63372492.64 281036898.26 510339493.5 303902103.79 205495024.23 372934538.13 396572.72 0.95 11 149.85
2014-08-31 4000 "PF - Cartão de crédito" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 45.07 45.07 45.07 0 0 0 0 0 0 0.87 11 148.27
2014-08-31 4001 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 5915.2 5915.2 5915.2 0 0 0 0 0 0 0.87 11 148.27
2014-08-31 4002 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 248.97 0 0 248.97 0 0 0 0 0 0.87 11 148.27
2014-08-31 4003 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 776.51 776.51 776.51 0 0 0 0 0 0 0.87 11 148.27
2014-08-31 4004 "PF - Cartão de crédito" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 3121.54 3121.54 3121.54 0 0 0 0 0 0 0.87 11 148.27
2014-08-31 4005 "PF - Cartão de crédito" "Com destinação específica" "PF - Sem rendimento" "PF" 2551.11 2551.11 2551.11 0 0 0 0 0 0 0.87 11 148.27
2014-08-31 4006 "PF - Cartão de crédito" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 17111552914.59 482419579.6 921420945.45 13003997170.85 3240602186.94 171458455.02 28782442.22 6989946.88 0 0.87 11 148.27
2014-08-31 4007 "PF - Cartão de crédito" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 4813263437.78 572826203.05 774813684.28 2922876427.04 1070946977.76 40302428.42 3750368.79 575796.09 0 0.87 11 148.27
2014-08-31 4008 "PF - Cartão de crédito" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 24826487541.5 2505584066.61 3386664186.17 15091779742.39 6091657509.33 228598199.07 12429458.6 1107737.04 0 0.87 11 148.27
2014-08-31 4009 "PF - Cartão de crédito" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 19469999924.77 736324702.56 1252861841.47 14591303510.71 3566440066.99 245783284.81 40623886.51 9851313.22 0 0.87 11 148.27
2014-08-31 4010 "PF - Cartão de crédito" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 16846267031.85 1412073043.42 1983134093.79 10839368061.87 3812135556.44 194376990.11 13280830.89 1399443.77 0 0.87 11 148.27
2014-08-31 4011 "PF - Cartão de crédito" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 17583633780.26 1250369972.48 1828186215.55 11895825561.68 3633129484.04 263848912.38 22852219.81 3297048.49 0 0.87 11 148.27
2014-08-31 4012 "PF - Cartão de crédito" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 23062578804.27 1285720563.77 2023282269.15 16349894882.41 4499608868.09 353653020.72 51833846.22 10267710.83 333.05 0.87 11 148.27
2014-08-31 4013 "PF - Cartão de crédito" "Sem destinação específica" "PF - Sem rendimento" "PF" 4020519782.79 522792461.9 730993711.54 2364755198.09 884009839.98 76520644.66 13382848.49 859085.68 1419.51 0.87 11 148.27
2014-08-31 4014 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 300633.7 0 0 39707.51 127114.77 133811.42 0 0 0 0.87 11 148.27
2014-08-31 4015 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 681558.64 0 17293.95 127595.58 273448.21 280514.85 0 0 0 0.87 11 148.27
2014-08-31 4016 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 288463.26 897.69 1714.96 48181.75 174325.94 64091.42 0 0 0 0.87 11 148.27
2014-08-31 4017 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 1759430.83 0 6983.42 203143.09 601733.16 931655.34 17772.64 0 0 0.87 11 148.27
2014-08-31 4018 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 1418322.37 10314.63 22226.86 185466.17 714395.02 503559.8 1620.42 0 0 0.87 11 148.27
2014-08-31 4019 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 3504934.51 7400.86 40562.47 454174.25 1588669.94 1438823.79 9967.67 0 0 0.87 11 148.27
2014-08-31 4020 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 3577217.86 16735.18 36470.68 444953.06 1345991.65 1750923.92 23122.1 0 0 0.87 11 148.27
2014-08-31 4021 "PF - Empréstimo com consignação em folha" "Com destinação específica" "PF - Sem rendimento" "PF" 433245.79 0 0 30226.44 80603.84 241811.52 80603.99 0 0 0.87 11 148.27
2014-08-31 4022 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 20296049616.35 334096104 683523387.46 1496136650.16 4141333549.46 8538852152.33 4685327293.19 1216759200.3 822226.24 0.87 11 148.27
2014-08-31 4023 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 16565982113.33 414356175.49 610795873.71 1803016815.76 4799197767.89 7439193640.59 2175642289.14 113875030.31 83263.35 0.87 11 148.27
2014-08-31 4024 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Indisponível" "PF" 43195346.69 900672.34 1123134.67 8341504.8 18212618.71 14600113.86 1410187.12 0 0 0.87 11 148.27
2014-08-31 4025 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 39554189550.93 1212981309.48 1912682172.3 3610372486.35 9829100208.21 17540251861.42 7120042868.51 574293849.3 49432.35 0.87 11 148.27
2014-08-31 4026 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 32812351491.89 579988741.4 1234539443.35 2564928568.69 7070613295.13 14055512829.52 7030220356.15 1695092373.28 119995.4 0.87 11 148.27
2014-08-31 4027 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 26558720522.91 797137832.18 1359928435.33 2431302239.42 6584207683.93 11628408465.19 4684586643.9 655708771.03 42372.41 0.87 11 148.27
2014-08-31 4028 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 40246535877.3 985987198.33 1766471529.63 3481541094.23 9528731020.24 17484066148.59 7592670124.76 1477139434.59 83615.58 0.87 11 148.27
2014-08-31 4029 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 53111916992.46 1038037435.61 2019029714.9 4291204323.11 11820586901.14 22856945991.14 10760294386.65 2720998456.78 159942.14 0.87 11 148.27
2014-08-31 4030 "PF - Empréstimo com consignação em folha" "Sem destinação específica" "PF - Sem rendimento" "PF" 8848106090.27 246472434.83 437203705.29 833151888.15 2230362920 3907773816.78 1534271901.84 138458890.01 6206.33 0.87 11 148.27
2014-08-31 4031 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 1512198.59 5316.75 124274.86 533793.96 531457.95 342309.98 1034.1 0 0 0.87 11 148.27
2014-08-31 4032 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 103752.2 3826.51 7439.91 26363.69 55871.14 17943.41 0 0 0 0.87 11 148.27
2014-08-31 4033 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 1257626.41 265795.4 529539.01 332576.51 448530.71 162431.67 0 0 0 0.87 11 148.27
2014-08-31 4034 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 1245489.94 4986.31 29091.59 504200.73 395796.86 339173.12 0 0 0 0.87 11 148.27
2014-08-31 4035 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 1158194.84 116176.09 198506.66 226524.82 554017.84 293080.44 772.85 0 0 0.87 11 148.27
2014-08-31 4036 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 1328708.31 18614.23 44436.15 239712.52 785839.71 282766.76 569.7 0 0 0.87 11 148.27
2014-08-31 4037 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 1449101.13 18367.82 37510.32 263699 854259.73 313043.24 0 0 0 0.87 11 148.27
2014-08-31 4038 "PF - Empréstimo sem consignação em folha" "Com destinação específica" "PF - Sem rendimento" "PF" 69425.19 0 1718.91 14848.4 33046.3 21097.71 0 0 0 0.87 11 148.27
2014-08-31 4039 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 20545762664.24 701135383.73 1764709418.6 3798088534.6 7677872874.63 6628322432.79 1441936191.77 449305364.28 2495184.51 0.87 11 148.27
2014-08-31 4040 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 3649844977.54 318885639.52 544732506.39 785078455.26 1364754955.16 1083850653.13 128047143.69 11561234.15 29690.57 0.87 11 148.27
2014-08-31 4041 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Indisponível" "PF" 62199.24 29194.41 38358.7 10038.48 21047.38 0 0 0 0 0.87 11 148.27
2014-08-31 4042 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 7724729493.28 879568773.61 1468342267.77 1669022982.72 2869299830.96 2086128721.62 231247972.35 34794859.56 40367.57 0.87 11 148.27
2014-08-31 4043 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 16753943957.31 859825816.33 1967975665.22 2561726697.11 5857259655.37 5815538855.96 1418200605.94 458226166.09 254892.41 0.87 11 148.27
2014-08-31 4044 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 8171392405.74 752453540.21 1362043777.06 1679490270.2 3062124020.67 2329901406.78 330148404.85 66995202.48 35259.61 0.87 11 148.27
2014-08-31 4045 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 12558706557.85 869047966.19 1735638526.47 2344374988.67 4596245468.63 3900060699.04 741766211.83 180833494.73 175470.71 0.87 11 148.27
2014-08-31 4046 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 19973225483.71 1229474175.73 2590022385.65 3227890550.08 7139644093.05 6607107994.11 1548743979.25 452252623.13 92153.53 0.87 11 148.27
2014-08-31 4047 "PF - Empréstimo sem consignação em folha" "Sem destinação específica" "PF - Sem rendimento" "PF" 1208167488.18 129206805.77 216185184.93 200037960.3 384482362.36 346577214.45 84952585.43 73086835.91 412872.81 0.87 11 148.27
2014-08-31 4048 "PF - Habitacional" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 66619447703.32 771000039.46 1969121779.22 1941895485.1 5263325505.68 12045817092.74 9569309779.01 26131075024.83 11577833689.19 0.87 11 148.27
2014-08-31 4049 "PF - Habitacional" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 4647370261.95 103698546.6 323446799.58 131530855.8 370477089.38 859006543.06 696878007.52 1897090816.6 679773734.95 0.87 11 148.27
2014-08-31 4050 "PF - Habitacional" "Com destinação específica" "PF - Indisponível" "PF" 459229460.71 14631682.72 154250172.23 47142393.18 38895384.35 64389478.81 86862740.25 205649355.49 13812780.44 0.87 11 148.27
2014-08-31 4051 "PF - Habitacional" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 32516444214.81 680882689.49 2237544766.51 803878270.69 2323389850.08 5412976514.12 4556083899.8 13698946297.61 5645452622.84 0.87 11 148.27
2014-08-31 4052 "PF - Habitacional" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 77993983509.59 863780358.67 2904220588.89 2290865199.05 6270528726.17 14269606053.34 11352486512.62 30675992205.38 13027018789.09 0.87 11 148.27
2014-08-31 4053 "PF - Habitacional" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 52392997079.66 1029247653.35 3567527755.09 1203280027.05 3482258196.98 8118746912.9 6897496118.48 21413257222.56 11169164977.21 0.87 11 148.27
2014-08-31 4054 "PF - Habitacional" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 55040015384.71 926095779.58 3435847351.61 1457811425.1 4160198212.2 9573901666.47 7895014232.71 22529451599.98 9312273981.93 0.87 11 148.27
2014-08-31 4055 "PF - Habitacional" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 78802189672.22 1108169064.89 3948759589.33 2313346567.2 6442982646.17 14619912784.91 11695191469.24 31173928463.84 12408943577.8 0.87 11 148.27
2014-08-31 4056 "PF - Habitacional" "Com destinação específica" "PF - Sem rendimento" "PF" 14646481582.4 315984485.83 1088508174.7 458967190.44 1283662553.4 2933659184.36 2325806643.68 5817888938.81 1790125517.93 0.87 11 148.27
2014-08-31 4057 "PF - Habitacional" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 2973583743.03 49106840.89 75471057.34 58615528.1 133656217.23 326421966.43 291822948.02 1090629770.67 1067603034.91 0.87 11 148.27
2014-08-31 4058 "PF - Habitacional" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 94939288.23 3035082.4 5152193.51 3597486.31 10312182.42 21056407.81 15292242.07 28977680.87 15156700.33 0.87 11 148.27
2014-08-31 4059 "PF - Habitacional" "Sem destinação específica" "PF - Indisponível" "PF" 2406957.6 816226.53 891180.21 106802.52 320408.01 839910.69 726231.46 276697.01 0 0.87 11 148.27
2014-08-31 4060 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 118937325 8600414.7 14921351.07 6254306.46 18166017.4 36715007.75 19687022.44 24057605.25 10946549.26 0.87 11 148.27
2014-08-31 4061 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 561863568.18 13761110.98 26204044.84 16498544.82 39928779.64 88453670.15 70323532.54 208024781.8 136802629.98 0.87 11 148.27
2014-08-31 4062 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 93563705 5086440.59 8435866.82 3704519.63 9402686.75 19105431.15 13703355.21 29397173.33 17641842.93 0.87 11 148.27
2014-08-31 4063 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 126716695.81 5258985.58 8762941.51 5639747.11 14693150.69 29131907.06 20431899.4 39453161.27 16534403.59 0.87 11 148.27
2014-08-31 4064 "PF - Habitacional" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 331446016.85 13598062.38 27731097.56 12581696.22 33371516.45 68765423.31 51423660.17 112744075.05 50633616.39 0.87 11 148.27
2014-08-31 4065 "PF - Habitacional" "Sem destinação específica" "PF - Sem rendimento" "PF" 282812700.32 10778506.58 22327032.05 27375481.38 28939429.23 56402397.4 40774510.39 82363052.52 45001883.12 0.87 11 148.27
2014-08-31 4066 "PF - Outros créditos" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 1910286085.86 23702180.53 36531938.13 144672650.66 391530829.12 650827129.41 341501211.13 350270037.92 17343770.52 0.87 11 148.27
2014-08-31 4067 "PF - Outros créditos" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 1324191601.79 33573347.09 63097421.05 696969263.79 421776037.56 115524557.29 36419220.6 5081358.46 237452.99 0.87 11 148.27
2014-08-31 4068 "PF - Outros créditos" "Com destinação específica" "PF - Indisponível" "PF" 2827960.28 243357.84 283602.27 199646.31 522602.04 905824.16 524214.84 636871.69 0 0.87 11 148.27
2014-08-31 4069 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 1213512552.24 122093086.05 190013288.68 413952619.47 342093117.95 216232605.62 77654662.81 11896938.41 868642.76 0.87 11 148.27
2014-08-31 4070 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 910895426.72 23776716.09 35547567.99 96243318.16 184594370.2 302734870.06 153291984.51 151852746.91 8785333.21 0.87 11 148.27
2014-08-31 4071 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 1070103075.47 129791739.32 186604565.51 297397072.54 304760957.85 216892209.85 79543400.04 15998963.25 786620.57 0.87 11 148.27
2014-08-31 4072 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 885983625.32 85275092.06 122835604.03 238633959.15 254711763.79 195044066.1 72182870.58 24469836.08 2105807 0.87 11 148.27
2014-08-31 4073 "PF - Outros créditos" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 996608586.31 50102761.45 75169123.61 199872665.99 264611880.93 297059999.54 110330191.94 66410462.78 4874279.92 0.87 11 148.27
2014-08-31 4074 "PF - Outros créditos" "Com destinação específica" "PF - Sem rendimento" "PF" 956840479.11 80091571.08 138023038.43 238930518.3 263562908.43 244803359.22 87714203.47 5763344.48 476615.63 0.87 11 148.27
2014-08-31 4075 "PF - Outros créditos" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 24121758411.74 930543554.99 2627315318.49 6346955820.86 7165774853.34 5401972194.26 2580199232.66 1713562829.29 51161147.14 0.87 11 148.27
2014-08-31 4076 "PF - Outros créditos" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 3046626156.15 435239744.56 955610409.6 896585569.01 1034128333.47 471462636.47 128474315.22 57081670.33 3923815.32 0.87 11 148.27
2014-08-31 4077 "PF - Outros créditos" "Sem destinação específica" "PF - Indisponível" "PF" 7477238.09 115168.24 207049.56 1043676.59 2264685.59 2864312.48 1086059.56 133073.36 0 0.87 11 148.27
2014-08-31 4078 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 9164904780.08 1428698543.7 3362092645.38 2599497678.1 2345010636.46 2047149682.54 581858815.64 122853106.18 4382229.19 0.87 11 148.27
2014-08-31 4079 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 13530214439.55 1042888106.92 2670014675.68 3979927721.42 3085203592.33 3289038255.89 1398174872.38 779397140.22 27456184.91 0.87 11 148.27
2014-08-31 4080 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 9339694033.49 1142500850.17 2681424254 2544199681.9 2549257526.96 2201354015.3 702570141.24 190962991.69 5299373.48 0.87 11 148.27
2014-08-31 4081 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 11188075195.86 1208103027.94 2933627801.76 3155672152.71 2733422978.9 2788789178.61 983208757.65 327668322.12 9405566.12 0.87 11 148.27
2014-08-31 4082 "PF - Outros créditos" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 16362329770.03 1608718902.12 3924211095.82 4769185236.56 3821015008.12 4083463737.25 1551285439.77 623342042.75 21111679.98 0.87 11 148.27
2014-08-31 4083 "PF - Outros créditos" "Sem destinação específica" "PF - Sem rendimento" "PF" 6680599845.68 306897502.29 733165606.78 3063785803.11 1851159866.42 790886812.55 341700722.52 212345030.84 10955882.36 0.87 11 148.27
2014-08-31 4084 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 102670432636.8 530814424.78 2935656965.23 14889124696.44 34878718135.41 26395971957.38 13211012918.52 12590795388.33 8022098.66 0.87 11 148.27
2014-08-31 4085 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 3502121668.57 334188223.77 984919572.97 208708878.5 654424620.08 977454644.15 569646397.79 855189158.28 334770.02 0.87 11 148.27
2014-08-31 4086 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Indisponível" "PF" 391482029.49 18757132.59 29650388.78 28382226.81 59963541.44 139552899.32 92721711.8 62685454.05 0 0.87 11 148.27
2014-08-31 4087 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 5991151932.55 166315562.64 798322069.06 444250809.19 1159329257.53 1600527338.66 1145294463.09 1547049790.3 1385254.31 0.87 11 148.27
2014-08-31 4088 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 16413948951.92 124241670.85 829927687.03 1811651193.73 4815915641.11 4214947236.99 2773086722.19 2650066146.23 197626.43 0.87 11 148.27
2014-08-31 4089 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 5826937537.99 98830380.8 542088629.84 470925582.64 1109500727.77 1422723493.81 1187476448.03 1571971082.55 243935.17 0.87 11 148.27
2014-08-31 4090 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 9506935632.33 107876392.1 742909083.43 827893257.13 1937722246.72 2294417282.78 1901919933.54 2458978739.13 347310.49 0.87 11 148.27
2014-08-31 4091 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 15804387935.39 149465964.94 1029998519.38 1553074542.27 3829194533.93 3834887440.04 2981963410.98 3472613317.28 703001.85 0.87 11 148.27
2014-08-31 4092 "PF - Rural e agroindustrial" "Com destinação específica" "PF - Sem rendimento" "PF" 2461770503.19 67767114.99 329841640.57 171707545.55 514347788.25 757987344.95 471798777.25 493997634.88 463665.67 0.87 11 148.27
2014-08-31 4093 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 8489011310.35 77266252.94 224351001.83 1785246140.95 3115921125.74 1967242334.71 702668374.9 774210393.45 0 0.87 11 148.27
2014-08-31 4094 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 346372537.41 189293923.83 204126123.13 15801397.07 26868035.88 19640451.27 8802612.89 135028251.59 0 0.87 11 148.27
2014-08-31 4095 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Indisponível" "PF" 3833905.11 436088.29 545967.28 372178.9 1617797.34 1509983.45 15847.55 29341.18 0 0.87 11 148.27
2014-08-31 4096 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 203212851.86 44007073.94 58560101.18 30816966.73 39755493.35 28472756.91 16260445.75 56029232.07 0 0.87 11 148.27
2014-08-31 4097 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 1379954084.86 25275460.18 53953283.72 347461521.38 490072157.02 302955784.85 95340205.18 111968802.05 0 0.87 11 148.27
2014-08-31 4098 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 327716311.36 23323308.87 36486268.21 97135343.17 100999727.11 43287608.88 21357143.57 44653853.59 8184.56 0.87 11 148.27
2014-08-31 4099 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 472205729.71 22368448.38 40464838.78 123457614.44 148508768.66 82323650.7 37928119.16 54581755.21 0 0.87 11 148.27
2014-08-31 4100 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 1010801698.75 21646662.75 51026753.88 268769500.15 344303350.27 199296147 79642032.3 88910837.59 0 0.87 11 148.27
2014-08-31 4101 "PF - Rural e agroindustrial" "Sem destinação específica" "PF - Sem rendimento" "PF" 539874589.4 32099952.01 98271911.44 161238088.08 117398474.14 110772678.31 52435817.29 67692148.98 0 0.87 11 148.27
2014-08-31 4102 "PF - Veículos" "Com destinação específica" "PF - Acima de 20 salários mínimos" "PF" 337938356.19 7782600.14 10509716.32 36907688.15 97895715.72 139702735.7 44832677.99 15484941.26 0 0.87 11 148.27
2014-08-31 4103 "PF - Veículos" "Com destinação específica" "PF - Até 1 salário mínimo" "PF" 10670508.71 265678.2 329042.76 1312101.11 3343988.49 4236205.62 1253724.73 394554.68 0 0.87 11 148.27
2014-08-31 4104 "PF - Veículos" "Com destinação específica" "PF - Indisponível" "PF" 9125659.05 108242.32 418054.95 2410146.56 5151518.06 1469107.18 0 0 0 0.87 11 148.27
2014-08-31 4105 "PF - Veículos" "Com destinação específica" "PF - Mais de 1 a 2 salários mínimos" "PF" 11694077.88 200176.08 272891.53 1532563.05 3922797.69 4378784.34 1278212.04 488904.87 0 0.87 11 148.27
2014-08-31 4106 "PF - Veículos" "Com destinação específica" "PF - Mais de 10 a 20 salários mínimos" "PF" 107574637.59 1524624.32 2306899.67 8285357.34 24292736.47 39874095.67 19331679.26 14650363.35 0 0.87 11 148.27
2014-08-31 4107 "PF - Veículos" "Com destinação específica" "PF - Mais de 2 a 3 salários mínimos" "PF" 21538490.22 413298 578162.86 2408775.21 6284889.89 8214665.38 3124461.5 1391181.54 0 0.87 11 148.27
2014-08-31 4108 "PF - Veículos" "Com destinação específica" "PF - Mais de 3 a 5 salários mínimos" "PF" 30635462.56 201332.62 480039.53 3092383.31 8235032.73 12925518.97 5107521.56 1193950.38 0 0.87 11 148.27
2014-08-31 4109 "PF - Veículos" "Com destinação específica" "PF - Mais de 5 a 10 salários mínimos" "PF" 54569910.2 568847.84 1144194.53 4889660.59 13766767.15 22117432.13 8646845.13 4894713.16 0 0.87 11 148.27
2014-08-31 4110 "PF - Veículos" "Com destinação específica" "PF - Sem rendimento" "PF" 1046551.88 16444.26 36200.76 104011.37 223352.38 321829.42 171883.42 196902.44 0 0.87 11 148.27
2014-08-31 4111 "PF - Veículos" "Sem destinação específica" "PF - Acima de 20 salários mínimos" "PF" 15805639139.49 385785139.12 773084209.65 2288725065.58 5653846119.22 6768788654.27 853853585.91 10210657.86 50374.35 0.87 11 148.27
2014-08-31 4112 "PF - Veículos" "Sem destinação específica" "PF - Até 1 salário mínimo" "PF" 6625644388.64 305272205.97 439121701.77 906359511.58 2346379804.02 2917562688.95 290087725.68 370139.41 762.04 0.87 11 148.27
2014-08-31 4113 "PF - Veículos" "Sem destinação específica" "PF - Indisponível" "PF" 465171209.21 29870928.32 51585160.92 118507560.12 240552909.87 84842311.1 0 0 0 0.87 11 148.27
